Id,Category
1926,2
1927,3
1928,0
1929,3
1930,5
1931,8
1932,4
1933,0
1934,5
1935,8
1936,10
1937,0
1938,7
1939,3
1940,6
1941,3
1942,0
1943,4
1944,0
1945,9
1946,6
1947,5
1948,10
1949,5
1950,1
1951,5
1952,10
1953,6
1954,10
1955,0
1956,2
1957,3
1958,4
1959,2
1960,9
1961,10
1962,1
1963,6
1964,10
1965,10
1966,5
1967,8
1968,7
1969,5
1970,7
1971,5
1972,5
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,4
1984,7
1985,1
1986,4
1987,0
1988,9
1989,8
1990,1
1991,3
1992,10
1993,7
1994,9
1995,10
1996,0
1997,4
1998,2
1999,7
2000,5
2001,5
2002,6
2003,5
2004,4
2005,0
2006,10
2007,9
2008,2
2009,2
2010,1
2011,3
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,2
2020,6
2021,6
2022,4
2023,9
2024,0
2025,2
2026,4
2027,3
2028,4
2029,6
2030,2
2031,8
2032,10
2033,4
2034,0
2035,0
2036,5
2037,6
2038,5
2039,0
2040,0
2041,8
2042,5
2043,6
2044,5
2045,0
2046,5
2047,8
2048,0
2049,9
2050,6
2051,3
2052,0
2053,2
2054,9
2055,4
2056,0
2057,10
2058,1
2059,9
2060,4
2061,2
2062,10
2063,3
2064,10
2065,9
2066,5
2067,9
2068,3
2069,3
2070,3
2071,1
2072,5
2073,9
2074,0
2075,8
2076,8
2077,6
2078,4
2079,4
2080,1
2081,2
2082,5
2083,3
2084,10
2085,5
2086,9
2087,2
2088,0
2089,3
2090,9
2091,3
2092,3
2093,1
2094,5
2095,8
2096,8
2097,5
2098,7
2099,10
2100,1
2101,5
2102,3
2103,5
2104,0
2105,9
2106,5
2107,5
2108,3
2109,5
2110,3
2111,1
2112,9
2113,9
2114,5
2115,8
2116,4
2117,5
2118,10
2119,8
2120,9
2121,0
2122,9
2123,10
2124,2
2125,1
2126,5
2127,0
2128,6
2129,10
2130,6
2131,1
2132,9
2133,10
2134,3
2135,5
2136,8
2137,6
2138,6
2139,1
2140,10
2141,3
2142,4
2143,3
2144,6
2145,4
2146,9
2147,7
2148,1
2149,8
2150,1
2151,9
2152,8
2153,3
2154,0
2155,3
2156,10
2157,1
2158,5
2159,5
2160,6
2161,0
2162,4
2163,8
2164,10
2165,3
2166,1
2167,10
2168,0
2169,0
2170,5
2171,3
2172,9
2173,5
2174,3
2175,3
2176,5
2177,6
2178,7
2179,9
2180,4
2181,8
2182,1
2183,9
2184,9
2185,2
2186,7
2187,8
2188,4
2189,1
2190,10
2191,9
2192,5
2193,1
2194,1
2195,2
2196,9
2197,8
2198,4
2199,2
2200,0
2201,2
2202,4
2203,5
2204,4
2205,9
2206,4
2207,2
2208,1
2209,5
2210,2
2211,10
2212,4
2213,4
2214,2
2215,3
2216,4
2217,5
2218,8
2219,9
2220,1
2221,3
2222,6
2223,1
2224,8
2225,2
2226,2
2227,8
2228,10
2229,5
2230,3
2231,9
2232,3
2233,8
2234,7
2235,6
2236,10
2237,5
2238,3
2239,7
2240,10
2241,1
2242,7
2243,10
2244,9
2245,9
2246,1
2247,5
2248,2
2249,10
2250,6
2251,4
2252,3
2253,6
2254,10
2255,5
2256,1
2257,4
2258,9
2259,8
2260,10
2261,9
2262,3
2263,4
2264,10
2265,1
2266,10
2267,0
2268,10
2269,1
2270,8
2271,9
2272,10
2273,2
2274,8
2275,9
2276,3
2277,10
2278,8
2279,8
2280,0
2281,9
2282,8
2283,3
2284,8
2285,9
2286,1
2287,3
2288,2
2289,8
2290,2
2291,2
2292,10
2293,0
2294,0
2295,8
2296,7
2297,5
2298,8
2299,8
2300,4
2301,9
2302,2
2303,0
2304,9
2305,2
2306,3
2307,10
2308,8
2309,1
2310,5
2311,3
2312,5
2313,9
2314,2
2315,10
2316,9
2317,2
2318,9
2319,9
2320,2
2321,5
2322,9
2323,8
2324,9
2325,10
2326,2
2327,9
2328,1
2329,6
2330,5
2331,3
2332,4
2333,7
2334,9
2335,8
2336,9
2337,9
2338,3
2339,3
2340,10
2341,8
2342,5
2343,9
2344,5
2345,1
2346,8
2347,7
2348,5
2349,3
2350,8
2351,0
2352,6
2353,7
2354,4
2355,3
2356,4
2357,6
2358,2
2359,2
2360,8
2361,7
2362,10
2363,0
2364,3
2365,6
2366,4
2367,10
2368,5
2369,3
2370,2
2371,7
2372,5
2373,8
2374,5
2375,2
2376,0
2377,8
2378,4
2379,5
2380,3
2381,5
2382,7
2383,4
2384,3
2385,4
2386,5
2387,0
2388,3
2389,3
2390,3
2391,10
2392,4
2393,3
2394,3
2395,5
2396,3
2397,3
2398,5
2399,3
2400,5
2401,2
2402,10
2403,2
2404,2
2405,10
2406,6
2407,4
2408,6
2409,0
2410,5
2411,5
2412,8
2413,2
2414,2
2415,2
2416,3
2417,9
2418,1
2419,5
2420,4
2421,0
2422,9
2423,3
2424,9
2425,7
2426,10
2427,0
2428,0
2429,6
2430,9
2431,4
2432,2
2433,0
2434,5
2435,7
2436,5
2437,3
2438,2
2439,9
2440,8
2441,9
2442,10
2443,4
2444,4
2445,1
2446,5
2447,8
2448,0
2449,10
2450,6
2451,8
2452,6
2453,7
2454,1
2455,7
2456,0
2457,10
2458,8
2459,1
2460,10
2461,0
2462,5
2463,2
2464,9
2465,1
2466,9
2467,8
2468,1
2469,1
2470,9
2471,7
2472,4
2473,5
2474,8
2475,0
2476,0
2477,4
2478,5
2479,2
2480,4
2481,5
2482,1
2483,2
2484,10
2485,7
2486,10
2487,3
2488,3
2489,6
2490,4
2491,9
2492,5
2493,5
2494,4
2495,5
2496,9
2497,2
2498,0
2499,2
2500,4
2501,8
2502,5
2503,5
2504,5
2505,9
2506,3
2507,4
2508,3
2509,8
2510,10
2511,2
2512,3
2513,4
2514,1
2515,4
2516,2
2517,5
2518,7
2519,8
2520,8
2521,5
2522,8
2523,0
2524,9
2525,0
2526,9
2527,5
2528,5
2529,8
2530,2
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,5
2538,9
2539,6
2540,3
2541,2
2542,9
2543,5
2544,3
2545,2
2546,4
2547,3
2548,1
2549,10
2550,10
2551,2
2552,8
2553,5
2554,8
2555,9
2556,1
2557,10
2558,10
2559,4
2560,2
2561,9
2562,0
2563,8
2564,9
2565,8
2566,3
2567,5
2568,0
2569,5
2570,2
2571,10
2572,9
2573,5
2574,7
2575,3
2576,8
2577,2
2578,10
2579,2
2580,0
2581,3
2582,1
2583,9
2584,6
2585,0
2586,3
2587,0
2588,3
2589,1
2590,6
2591,0
2592,4
2593,0
2594,0
2595,10
2596,8
2597,2
2598,3
2599,3
2600,10
2601,7
2602,8
2603,7
2604,1
2605,9
2606,8
2607,6
2608,9
2609,10
2610,4
2611,4
2612,4
2613,5
2614,5
2615,5
2616,3
2617,5
2618,0
2619,3
2620,3
2621,6
2622,2
2623,5
2624,8
2625,9
2626,9
2627,9
2628,4
2629,1
2630,9
2631,2
2632,8
2633,8
2634,6
2635,7
2636,4
2637,7
2638,5
2639,9
2640,2
2641,5
2642,8
2643,4
2644,10
2645,7
2646,5
2647,2
2648,1
2649,3
2650,3
2651,2
2652,6
2653,3
2654,10
2655,10
2656,0
2657,8
2658,1
2659,9
2660,9
2661,7
2662,6
2663,1
2664,9
2665,10
2666,5
2667,10
2668,9
2669,6
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,5
2685,3
2686,6
2687,2
2688,5
2689,2
2690,4
2691,8
2692,3
2693,7
2694,3
2695,9
2696,5
2697,6
2698,4
2699,10
2700,6
2701,5
2702,10
2703,3
2704,4
2705,9
2706,3
2707,9
2708,3
2709,4
2710,5
2711,9
2712,8
2713,0
2714,8
2715,9
2716,5
2717,3
2718,3
2719,5
2720,9
2721,10
2722,5
2723,6
2724,0
2725,0
2726,6
2727,9
2728,5
2729,8
2730,3
2731,4
2732,9
2733,1
2734,9
2735,9
2736,7
2737,10
2738,9
2739,8
2740,3
2741,7
2742,9
2743,5
2744,7
2745,3
2746,8
2747,0
2748,10
2749,2
2750,10
2751,0
2752,5
2753,1
2754,5
2755,3
2756,5
2757,5
2758,5
2759,10
2760,9
2761,1
2762,4
2763,3
2764,10
2765,4
2766,6
2767,4
2768,10
2769,0
2770,7
2771,9
2772,4
2773,10
2774,0
2775,10
2776,5
2777,4
2778,9
2779,0
2780,5
2781,8
2782,9
2783,8
2784,5
2785,2
2786,5
2787,9
2788,6
2789,8
2790,8
2791,7
2792,2
2793,8
2794,2
2795,3
2796,5
2797,1
2798,8
2799,9
2800,10
2801,0
2802,9
2803,0
2804,4
2805,7
2806,10
2807,10
2808,5
2809,9
2810,9
2811,5
2812,8
2813,9
2814,2
2815,0
2816,9
2817,3
2818,0
2819,2
2820,2
2821,2
2822,1
2823,5
2824,9
2825,5
2826,3
2827,4
2828,1
2829,5
2830,2
2831,9
2832,0
2833,0
2834,6
2835,9
2836,1
2837,9
2838,5
2839,5
2840,4
2841,7
2842,2
2843,4
2844,9
2845,8
2846,4
2847,4
2848,5
2849,5
2850,2
2851,0
2852,5
2853,8
2854,4
2855,5
2856,10
2857,10
2858,8
2859,9
2860,9
2861,9
2862,9
2863,0
2864,4
2865,5
2866,8
2867,9
2868,6
2869,5
2870,4
2871,8
2872,4
2873,5
2874,0
2875,3
2876,8
2877,9
2878,0
2879,7
2880,2
2881,2
2882,6
2883,8
2884,4
2885,9
2886,0
2887,2
2888,10
2889,10
2890,9
2891,5
2892,8
2893,10
2894,5
2895,2
2896,9
2897,8
2898,9
2899,8
2900,9
2901,10
2902,8
2903,3
2904,2
2905,9
2906,4
2907,10
2908,0
2909,3
2910,9
2911,5
2912,5
2913,5
2914,9
2915,10
2916,2
2917,3
2918,5
2919,4
2920,3
2921,3
2922,5
2923,1
2924,3
2925,8
2926,1
2927,9
2928,4
2929,4
2930,7
2931,6
2932,10
2933,9
2934,9
2935,8
2936,10
2937,8
2938,0
2939,8
2940,1
2941,4
2942,5
2943,1
2944,5
2945,9
2946,9
2947,5
2948,0
2949,2
2950,7
2951,8
2952,3
2953,6
2954,2
2955,3
2956,2
2957,10
2958,0
2959,1
2960,4
2961,0
2962,9
2963,9
2964,0
2965,6
2966,7
2967,4
2968,9
2969,2
2970,10
2971,0
2972,4
2973,4
2974,5
2975,5
2976,10
2977,2
2978,10
2979,8
2980,5
2981,1
2982,0
2983,5
2984,7
2985,0
2986,3
2987,8
2988,7
2989,9
2990,3
2991,5
2992,5
2993,7
2994,9
2995,9
2996,9
